./text_en/AdviceText.utf.txt,,達成率,5.881%
ADV_TEXT_Siege_002,"Unwalled settlements have four entrances that must be defended. To successfully defend one from attack you will need as many defenders as there are attackers, up to a maximum of four.",Unwalled集落を擁護しなければならない4つの入り口を持っています。成功した攻撃から1を守るために、攻撃者があるとして、あなたは、最大4つまで、できるだけ多くの守備が必要になります。,
ADV_TITLE_Siege_003,Damaged Walls,破損した壁,
ADV_TEXT_Siege_003,"Some walls, gates or towers here are damaged. The townsfolk will work hard to fix these, and can repair two per turn.",ここではいくつかの壁、門や塔が破損しています。町の住民は、これらの問題を解決するために懸命に働くだろう、とターンごとに2つを修復することができます。,
ADV_TITLE_Misc_001,Settlement Lists,決済リスト,
ADV_TEXT_Misc_001,"The lists panel on the left of the screen is very useful, and you should look at it often. It has three tabs that show your settlements, army stacks, and messages.

The list of settlements is particularly useful, as it lets you see at a glance, whether your settlements are building things, growing properly, or have unrest.

The army stack panel lets you see which stacks currently don't have orders, and makes it easy to find a particular force.","画面左のリストパネルは、非常に有用であり、あなたは、多くの場合、それを見なければなりません。それはあなたの入植地、軍のスタック、およびメッセージを表示する3つのタブがあります。

それはあなたの集落は、物事を構築し、適切に成長している、または不安を持っているかどうか、あなたが一目で確認することができますよう集落のリストは、特に便利です。

軍のスタックパネルを使用すると、現在の受注を持っていないスタック、および特定の力を見つけることが容易になりますかを確認することができます。",
ADV_TITLE_Misc_002,Quell Unrest,不安を鎮めます,
ADV_TEXT_Misc_002,"As a ruler, Heaven expects you to keep your people safe and happy, as did the sage kings of old. If you do not, then the people will see you as an evil tyrant and may rebel.

Keep an eye on the unrest levels in your settlements to prevent revolts. The settlement list on the left shows your where unrest is high.

Once a revolt starts, it is very dangerous as unhappy armies and cities may join it, causing it to snowball out of control.","支配者として、天は古いの賢者王をしたとして、あなたは、安全で幸せなあなたの人々を維持するために期待しています。そうしないと、人は悪の暴君と5月反逆者として、あなたが表示されます。

反乱を防ぐために、あなたの集落における不安レベルに目が離せない。左の決済リストは、あなたのところ不安が高いことを示しています。

反乱が開始されると不幸の軍隊や都市は、制御不能に雪だるま式を引き起こし、それに参加することができて、それは非常に危険です。",
ADV_TITLE_Misc_003,Noble Unrest,ノーブル不安,
ADV_TEXT_Misc_003,"The nobles like to be in control of their own areas, and resent interference by the central state. If they think the state is too weak to punish them, they will misbehave, and may even revolt.

The strength of the central state is measured by your Authority score shown in the bottom left corner. If you have more settlements than you have Authority, you risk unrest among the nobles. In practice its usually safe to exceed your Authority by one or two, especially early in the game.","貴族は、自分の領域の制御であること、及び中央状態によって干渉を再送したいです。彼らは状態がそれらを罰するには弱すぎると考えられる場合は、彼らが不正な動作になる、とさえ反乱があります。

中央状態の強さは、左下隅に表示あなたのオーソリティスコアによって測定されます。あなたが権限を持っているよりも多くの集落がある場合は、貴族の間で不安を危険にさらします。実際にはその通常の安全は、特にゲーム序盤では、1または2で、あなたの権限を超えています。",
ADV_TITLE_Misc_004,Character,キャラクター,
ADV_TEXT_Misc_004,"You always have at least one, and usually more named characters to control, one of which is your faction leader (king or emperor). They have two rating that may vary over the course of the game, and they will also age and eventually die.

Characters can be used to lead armies, or quell unrest in cities. They can also be used exploit the various opportunities offered by the orange encounter markers. You can enlist more characters by issuing edicts.","あなたは常にあなたの派閥のリーダー（王や皇帝）であるそのうちの一つを制御するために、通常は少なくとも一つの、そしてより多くの名前の文字を持っています。彼らはゲームの進行とともに変化する2つの定格を持っている、と彼らはまた、年齢、最終的には死んでしまいます。

文字は軍隊を率い、または都市で暴動を鎮圧するために使用することができます。彼らはまた、オレンジ色の出会いマーカーが提供するさまざまな機会を活用することができます。あなたは布告を発行することにより、より多くの文字を参加させることができます。",
